user_id,city,distance_to_origin_km,distance_to_edge_km,edge_node_location,total_network_time,average_request_time,successful_requests,failed_requests,cache_hits,cache_hit_ratio
1,Chicago Downtown,874.3042404739756,0.0,"Chicago, IL",0.7354731559753418,0.03677365779876709,20,0,4,0.2
2,Chicago North,882.9448155097875,19.160089046245492,"Chicago, IL",0.4787938594818115,0.023939692974090578,20,0,15,0.75
3,Chicago West,897.1010521638302,23.172077056652224,"Chicago, IL",0.395721435546875,0.01978607177734375,20,0,18,0.9
4,Manhattan,321.98313785743403,0.0,"New York, NY",0.4756126403808594,0.023780632019042968,20,0,6,0.3
5,Newark,309.3094104276222,14.286429255095918,"New York, NY",0.6145927906036377,0.030729639530181884,20,0,3,0.15
6,LA Downtown,3643.9687815939105,0.0,"Los Angeles, CA",0.5463745594024658,0.02731872797012329,20,0,13,0.65
7,Santa Monica,3666.499254593491,23.141645190727342,"Los Angeles, CA",0.999739408493042,0.0499869704246521,20,0,4,0.2
8,Houston Downtown,1965.9704812793464,0.0,"Houston, TX",0.8579380512237549,0.04289690256118774,20,0,4,0.2
9,The Woodlands,1944.6849815121466,45.798936837047904,"Houston, TX",0.5824551582336426,0.029122757911682128,20,0,11,0.55
